Series Name;Series Code;Country Name;Country Code;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Malta;MLT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,010736353;0,012132868;0,005650904;0,006713379;0,004179156;0;0;0;0;0;0;0;0;0;0;0
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Marshall Islands;MHL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Mauritania;MRT;13,05299036;3,990169383;3,645253759;3,649546626;3,298663642;3,795337075;4,040422411;4,106157105;5,836231682;3,398476011;3,274872845;6,764912303;7,673552403;4,46007582;8,860069112;19,38632188;25,62382054;32,08884214;38,39546888;20,84478588;33,26995146;30,85044181;21,48792639;16,93301931;13,18053556;6,191327045;8,045583349;9,096592771;2,808310001;2,611914162;2,43870904
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Mauritius;MUS;0,03449796;0,024712415;0,020443256;0,025573342;0,019649185;0,0125538;0,013935148;0,013403576;0,020807949;0,020208179;0,011778421;0,011758942;0,011318512;0,010684499;0,006819534;0,006576066;0,008164347;0,008379095;0,008571628;0,011411012;0,097419764;0,113949424;0,096770315;0,077809171;0,083543378;0,027982351;0,027123438;0,003392522;0,002407202;0,002359787;0,002629961
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Mexico;MEX;7,853169965;3,720412284;3,376764846;2,321691449;2,176004099;3,70622015;4,114738505;3,180570742;1,746277038;2,373623009;3,578182611;2,601643017;2,748409035;3,35934794;4,194990358;5,586487276;6,141136118;5,756853317;6,740832992;4,17264386;4,951797366;7,1268565;6,647617715;5,639928414;4,74356173;2,183605531;1,975246696;2,361488965;2,891106999;2,091263021;1,559833784
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Micronesia, Fed. Sts.;FSM;0;0,009158873;0,011973677;0,00764339;0,010252824;0,015905843;0,017143749;0,016846604;0,012989516;0,007072322;0,007464106;0,00857109;0,009733101;0,014273412;0,01652024;0,010684534;0,012487273;0,018908833;0,031993485;0,028911568;0,027273282;0,035425434;0,028203465;0,026674012;0,040600328;0,032192135;0,036049623;0,038532007;0,016504516;0,014743327;0,020073072
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Moldova;MDA;..;..;..;..;..;0,296026513;0,292635675;0,262545842;0,220361559;0,351298723;0,314995331;0,215340732;0,227964199;0,260076624;0,211322275;0,194137366;0,297372393;0,199605643;0,22497712;0,207982952;0,132478986;0,168687808;0,168529747;0,282675632;0,305194558;0,329718544;0,268595628;0,26053445;0,262039474;0,24975686;0,245939853
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Monaco;MCO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Mongolia;MNG;8,874103859;5,009775475;7,191935239;8,435499868;11,89372192;12,72244947;6,759094408;8,034491229;3,965136689;3,293868858;5,222350253;5,741605163;4,498991715;4,598501433;14,96651257;16,78458805;28,42559911;27,47685209;30,73706939;23,71572733;35,90776237;42,21665439;22,27295406;18,67022559;16,08653422;9,878998794;10,05001239;17,08839997;19,86761519;14,77395705;13,47369288
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Montenegro;MNE;..;..;..;..;..;..;..;..;..;..;0;0;0;0,074403617;0,255159493;0,642225982;1,023929315;0,953270459;1,50265002;0,376838226;1,137778185;1,443687593;0,935069599;0,672962196;0,781260838;0,731313641;0,837536372;1,33941998;0,837441665;0,616491594;0,723002994
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Morocco;MAR;0,446556338;0,470463537;0,402917132;0,311874824;0,398309102;0,468832544;0,380019625;0,39601922;0,418094042;0,278907298;0,305325348;0,208998473;0,194633366;0,242738945;0,570190591;0,73918961;1,174877838;1,481116411;6,013564029;4,046253193;5,523517116;7,440066633;6,485822521;4,551387039;3,526797718;2,614022253;2,898212232;3,299898963;2,413897895;0,321780513;0,296128237
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Mozambique;MOZ;..;9,661845447;13,7090301;11,45942177;13,45214139;19,48612614;14,47187458;11,21935101;10,26349415;5,935726712;6,212235279;6,289450695;7,15607959;10,09698744;7,995326854;7,518083005;8,505242153;9,805053229;10,2039174;10,02200136;10,26848408;11,3709466;11,91925982;11,63255341;11,90390285;12,21607217;16,31338861;18,05104108;16,39758881;12,6767243;11,86393613
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Myanmar;MMR;25,52338311;24,88043247;29,36859448;20,08509271;17,22758569;19,06754324;16,98860998;15,08307123;14,65210091;9,293726905;10,84565692;15,83044119;17,40191897;20,18394344;18,86446102;18,78204886;17,75773692;15,81462379;13,96412005;8,970779018;7,988042075;7,361463351;5,956239576;5,852833664;7,88242876;6,613179093;6,810872165;7,820103717;6,702780222;5,88188183;4,663014268
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Namibia;NAM;10,65042374;1,302908323;0,661164149;0,48306518;0,569599898;0,81241884;0,63507659;0,905100158;0,755601344;0,532666647;0,592005978;0,634861422;0,598634291;0,930610729;0,794488877;1,182771314;2,662812518;5,84952043;2,251039126;1,930550218;2,39089689;2,071941382;1,73059224;1,17402633;1,641535638;1,875274362;2,603790464;3,355794;1,262829124;1,437313964;1,930293839
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Nauru;NRU;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Nepal;NPL;1,746703903;1,596161254;1,887355667;1,523479997;1,200027148;1,388811488;1,326249218;1,090667424;1,271680096;1,394818469;1,167058461;1,06064752;1,141820375;1,210079721;0,901715058;0,805920859;1,081860468;1,356961966;1,074371077;1,004844485;1,472297007;1,116801328;0,96761855;0,844770804;0,860719086;0,934890236;1,03122054;0,703261897;0,42415646;0,446189345;0,522630901
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Netherlands;NLD;0,471040288;0,323778601;0,178289588;0,34602761;0,306267622;0,44296339;0,485584008;0,493340928;0,064925581;0,071479287;0,389447935;0,77855722;0,552503607;0,477294939;0,445249259;0,345526753;0,656627307;0,592989048;1,04292054;0,722759892;0,762696109;1,020627849;1,132020117;1,119898016;0,689866623;0,442606663;0,251209116;0,28356478;0,355103573;0,218267468;0,083744035
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;New Caledonia;NCL;3,891445074;15,44140812;8,11694989;4,570050804;6,66575292;12,66210855;9,608988745;9,827311096;0,42914099;1,870019687;12,09626065;3,763653202;4,517671607;8,209453665;11,71094389;8,142948905;18,30040856;35,26131823;2,611263519;0,011576524;5,294391777;4,130804101;0,011449692;0,010532505;0,012679765;0,012815919;0,013426159;0,017131783;0,970193483;0,012225154;0,012715672
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;New Zealand;NZL;2,206660265;1,988025688;1,982488245;2,113857938;1,679255326;1,582540151;1,640173206;1,72215856;1,414502436;1,53777874;2,355724018;2,095242656;1,741998032;1,256518954;1,099750673;1,236029646;1,292679231;1,373471045;2,362691747;1,747591281;2,1224362;2,194273623;1,683506995;1,520781843;1,429144352;1,284249039;1,047500296;1,59353965;1,588132382;1,503276578;1,272467211
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Nicaragua;NIC;6,718306011;5,330384111;3,994138438;3,271264171;1,622826458;1,990784839;1,550993381;1,891518523;1,577757884;1,421204261;1,354008754;1,148479001;1,14157989;1,127662119;1,291855576;1,113979781;1,579123374;1,542588561;1,481914362;1,31162414;4,153151041;5,120651087;4,625469303;4,950483451;4,221183468;2,105398356;3,112977316;2,702958227;2,026874655;1,284859588;1,658128642
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Niger;NER;3,728165935;4,046008373;4,17192131;3,981172189;7,565603257;9,665859203;9,40913899;9,535088254;8,725212047;5,855963474;7,268316828;6,55942489;7,012953086;9,263172592;7,507599977;7,208522729;6,89459669;8,300579462;7,945638982;7,962203585;6,884721569;8,147711756;10,33354818;11,46688105;10,27305313;9,740159057;9,68635453;9,379290426;6,796097333;5,812639635;5,568264036
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Nigeria;NGA;25,07456547;17,70600698;20,88624302;34,26950222;23,85510282;21,79889324;21,41451278;18,73607998;11,35958951;13,04362918;24,935734;18,10122675;13,60481666;15,51250411;16,77550696;19,38756772;16,69897263;15,86101169;17,59026124;10,65114502;13,80299149;17,55390356;15,148515;11,62271811;8,781935524;4,554106818;4,657726157;7,804984924;9,798508226;8,353222672;5,074840025
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;North Macedonia;MKD;0,004532288;0,003924746;0,730175741;0,754144903;0,460091447;0,434615253;0,361260336;0,556824233;0,331264716;0,345663488;0,41637612;0,240279103;0,248652297;0,28407431;0,529949571;0,472471663;2,225913046;5,564909328;0,949977278;0,785735826;1,480547515;1,319012174;1,173811578;1,128601651;1,186028474;0,935040216;0,866322047;0,804308287;0,424659195;0,146172212;0,14496333
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Northern Mariana Islands;MNP;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Norway;NOR;7,953010551;4,487127491;5,006140435;5,693596412;5,412903136;5,614747605;8,043483025;6,683844895;2,004729432;5,37886119;12,29266025;9,868540801;8,807033688;8,67852288;9,498680971;10,49242307;10,89453131;9,561633281;12,61767226;8,365331979;7,661614719;10,03239194;9,341709928;8,168547429;7,517449921;5,162398616;3,867094646;5,335903477;7,393622118;6,26890345;4,181286896
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Oman;OMN;50,48247183;32,59384486;32,5670329;32,40673919;29,76695822;31,85012382;37,14482372;33,21759268;24,28221486;32,3229407;46,43235334;39,6608261;36,51565632;36,16634805;39,69326897;46,29109622;44,59725093;41,3713037;40,50202711;33,95829152;35,17029148;43,27381429;40,4418642;38,8455214;34,3485238;21,09994475;18,05277683;21,35376532;27,0144783;24,98002971;18,88666356
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Pakistan;PAK;2,119778654;1,300921193;1,260725736;1,079638655;1,098630095;1,194984845;1,339079442;1,253235033;1,083083406;1,504201626;1,838843654;1,856003037;2,200007126;2,185300233;2,449015488;2,891166761;2,742276998;2,23057262;2,301859265;1,839649545;2,27972758;2,6157598;2,563052398;2,14619456;1,995346885;1,22522778;0,965331246;1,106806836;1,241239335;1,30340484;1,12387027
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Palau;PLW;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Panama;PAN;0,270038518;0,270515829;0,241444412;0,186976706;0,19057313;0,243858603;0,174799664;0,200201312;0,15060922;0,138366747;0,137185388;0,124076228;0,123117308;0,143856414;0,160147635;0,098719574;0,127267315;0,117743566;0,109519194;0,14470192;0,234720391;0,269868831;0,260441253;0,216897754;0,231601531;0,13869046;0,131004581;0,124276366;0,099439379;0,316112296;0,535097866
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Papua New Guinea;PNG;23,01471161;18,25294178;21,10798215;22,42832099;21,13154483;26,68362518;20,95803705;12,67848251;13,95624952;17,36505638;25,70020869;17,50528273;19,84830103;22,08481044;28,79079403;31,20203814;27,40263057;24,20683206;25,36114198;18,90716617;27,89682494;26,26808895;15,81528864;11,6658603;14,02772535;12,73845282;14,33683974;16,04363409;16,92188083;13,81520372;11,94172547
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Paraguay;PRY;2,701855165;2,372352979;2,580280519;2,652038016;2,244617094;2,639658202;2,226084013;2,014172301;1,900382485;1,758115957;1,461258209;1,608871068;2,068079791;2,142191817;1,649193677;1,648871747;1,921106701;1,748798464;1,536709934;1,627013252;2,082992872;1,671875323;1,690340101;1,698091485;1,685797109;1,699315745;1,893644024;1,684839137;1,511261556;1,377794112;1,682633255
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Peru;PER;9,335916966;3,440139224;2,841630703;2,26467554;3,018929406;3,194281158;2,804739522;2,592682171;1,332240776;2,054351855;3,006732611;1,870279899;2,004866203;3,003716532;6,23460366;7,823228629;13,43080804;14,21331409;12,02589738;8,921012449;11,21417925;12,76659491;9,999279313;7,654204831;5,662928217;3,911486485;4,405238166;5,896256395;5,956026112;2,49912147;3,979614488
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Philippines;PHL;1,691711153;0,915508168;0,720713572;0,539652099;0,582102557;0,790667958;0,566314498;0,61786606;0,54303778;0,350020818;0,464605311;0,364822695;0,559004078;0,772663757;0,875871135;0,891170286;1,469973453;2,906656318;1,523406998;1,174739888;2,117558017;2,843673209;1,553567364;1,185941284;1,508965093;0,758148274;0,661597168;0,964596437;0,943783445;0,785300187;0,76411279
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Poland;POL;3,396551975;2,13956315;1,715849048;1,253378598;0,964498483;1,121372642;0,836661886;0,824176287;0,472405291;0,411421201;0,607750042;0,785713116;0,565655329;0,598445982;1,444320445;1,168820237;1,600978438;1,362531962;2,047753996;1,143762448;4,330272184;5,714163479;3,798872468;3,333309047;3,157677038;1,290983195;2,0262473;3,061460965;2,713150649;0,671601201;0,535468929
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Portugal;PRT;0,353535881;0,347835779;0,240130077;0,247523199;0,275050958;0,283476976;0,176788595;0,152173553;0,108050728;0,105493668;0,14910443;0,114793188;0,116829504;0,11379534;0,150870867;0,164403581;0,282892335;0,276602759;0,240482695;0,110113967;0,219238743;0,244908396;0,259819202;0,196206024;0,204731494;0,15970958;0,158382699;0,191626692;0,240667368;0,221431954;0,200282467
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Puerto Rico (US);PRI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Qatar;QAT;51,15637109;30,94760099;31,04304644;31,06798457;31,30308147;30,37002828;40,45222542;38,12923911;31,71122122;38,30171775;46,57129459;42,07930856;37,90537795;39,02193288;39,90256229;43,62080304;39,11193106;35,69591407;36,92803595;29,08983303;32,42993742;36,71824261;35,10624008;32,06339011;27,69781447;19,06413433;15,98176786;18,89867239;23,99952787;22,37398667;20,22595932
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Romania;ROU;4,645576484;3,576163532;3,863372931;3,694095961;2,884605313;3,070455525;3,346681559;2,97859588;0,882017283;1,695870512;3,461231655;3,508189076;2,711200316;2,464470919;2,427105287;1,981270869;2,077486933;1,632811229;2,123045312;1,435481964;1,71353439;2,288176449;2,18833144;1,875951389;1,510172814;0,9759794;0,688993508;0,884924036;1,070263347;0,798252105;0,508984051
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Russian Federation;RUS;12,73246059;6,266091826;7,920906885;7,619837902;6,873706361;9,159260998;10,49266914;8,831398829;4,272296599;11,82956649;21,50269615;19,50860273;16,98119638;16,82277916;16,410225;17,41658497;18,03799143;15,78706118;19,1049787;14,45912817;13,67672878;16,26756007;14,29337246;12,79988501;12,42719789;9,761666714;8,194189141;9,715466239;14,47348682;12,20711401;7,58812544
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Rwanda;RWA;4,725832192;6,406208779;6,099478502;4,955066413;16,2356771;12,58201735;12,5562104;11,12891842;10,87430278;6,481645233;5,03496553;5,375105201;6,437769359;9,076829744;7,020439498;5,957025393;5,296491973;6,225724279;8,305801452;6,935422955;6,486552529;6,995656803;6,394232906;6,504755807;6,452155036;5,778139156;5,998621026;6,014929715;4,713875686;3,817090323;4,104818451
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Samoa;WSM;2,161599519;2,341714421;2,508258819;2,615330725;1,716142073;2,024500588;1,851564871;1,295102102;1,291912616;1,081164769;0,471117043;0,551007408;0,567747941;0,558162847;0,403326023;0,311289652;0,259331275;0,330598375;0,468263247;0,443535455;0,410594292;0,479148651;0,396499216;0,354470434;0,514371821;0,385043627;0,425429774;0,482469411;0,264678611;0,232259604;0,301640791
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;San Marino;SMR;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Sao Tome and Principe;STP;..;..;..;..;..;..;..;..;..;..;..;2,978517817;3,204343658;4,006309253;3,058491478;2,745231955;2,68486079;3,621464946;3,51834389;3,509189975;3,974413987;3,822219225;3,817404046;3,339022319;3,047234923;3,412875773;3,275313898;3,152397827;2,336938409;2,046648993;1,980189397
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Saudi Arabia;SAU;47,20094525;30,60335714;31,47320766;30,48615288;27,434882;29,02424736;34,3754117;30,21539954;22,27301475;27,97787491;42,6687976;34,5968577;32,43799366;38,01761088;43,62252928;49,9329268;50,7560683;48,47256765;55,02442895;35,7727356;38,88346816;50,2036438;48,50070976;45,53092748;41,33843001;24,85530453;20,73499599;24,48655576;29,27074181;25,45316774;17,31842703
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Senegal;SEN;1,875452599;1,864327886;1,800492282;1,716628618;2,867620613;3,186645556;3,027617946;3,077048688;2,954790451;2,118280252;2,308053282;2,059761201;2,28948973;2,684753743;1,971631587;1,991625764;1,993212948;2,30348229;3,072427216;3,834449202;2,975973164;3,649594077;4,863981187;3,42436225;3,156947652;3,479118857;3,979641105;3,212325285;2,886554644;2,759883106;2,869631901
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Serbia;SRB;..;..;..;..;..;0,669092065;0,527409242;0,33352726;0,195087574;0,311891671;2,332743113;1,502403522;0,628709984;0,535968884;1,75377809;1,243463022;1,500776591;1,554229399;2,851015424;1,294201355;2,510688991;3,350446414;2,7747807;2,059632392;1,894423026;1,277188566;1,171558988;1,52263044;1,540679535;1,194616937;0,947608509
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Seychelles;SYC;0,124123298;0,111514883;0,109511997;0,101569572;0,10199608;0,119075541;0,111417504;0,088629743;0,082154845;0,074436831;0,106839697;0,100866293;0,104835241;0,118386037;0,065572803;0,090949643;0,102807712;0,108712513;0,17845383;0,160955511;0,146953957;0,149780681;0,164479313;0,136887237;0,122451367;0,10007398;0,099033202;0,116712863;0,121453195;0,097494717;0,131486176
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Sierra Leone;SLE;19,7972836;15,61444403;18,35160897;11,78351386;11,3606935;15,88760536;14,60821706;16,21346982;21,66198437;13,36825773;14,25668728;8,052308339;8,435525022;12,87678882;11,10232368;9,902002097;9,427181358;12,25551584;11,61157957;12,26917423;10,52886624;10,98695877;9,770519633;7,226869635;8,027712441;10,57136024;14,67326454;14,93653067;8,555328414;7,490796567;8,229781942
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Singapore;SGP;0,000920372;0,000727895;0,001021033;0,000671957;0,000735974;0,000949988;0,000831818;0,000727258;0,000709947;0,000371765;0,000326034;0,000402379;0,000433988;0,000593717;0,000555645;0,000547061;0,003655455;0,006855181;0,025386566;0,006785672;0,038512161;0,154301445;0,143294199;0,11945945;0,104879469;0,034391157;0,029353972;0,000452889;0,000188767;0,000169266;0,000242072
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Sint Maarten (Dutch part);SXM;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;..;..
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Slovak Republic;SVK;0,183389027;0,110997318;0,056591068;0,830401182;0,536439465;0,498550713;0,489853876;0,378012958;0,330940623;0,356253004;0,404812703;0,359441675;0,257190616;0,256611359;0,300470034;0,320443992;0,295365971;0,32003229;0,384452094;0,269772306;0,337208259;0,359867998;0,32515752;0,29693454;0,288569283;0,263024792;0,261669772;0,333116894;0,289202597;0,251989434;0,219233025
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Slovenia;SVN;..;..;..;..;..;0,194232756;0,193183541;0,183659779;0,136929271;0,13132952;0,165849102;0,199306386;0,137442312;0,14437705;0,234121034;0,184333377;0,211639434;0,231396138;0,393053205;0,206333476;0,300599361;0,359899713;0,252704525;0,206400678;0,264570915;0,263848701;0,261246244;0,268545994;0,261790472;0,234371353;0,214171559
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Solomon Islands;SLB;7,862937386;6,21421071;10,32883043;8,832062096;7,836552225;8,485571078;9,176283523;5,512201926;6,557483084;6,230575897;5,26217719;5,623669187;7,110439952;9,620188453;7,430485425;8,979229229;10,6910961;16,68577073;18,63148549;12,93048593;15,76477727;19,90271245;20,85190774;17,76811367;20,64168713;16,66649009;14,30046435;22,91928964;22,33965857;19,14535316;19,19388889
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Somalia, Fed. Rep.;SOM;13,48648247;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;17,81276421;18,29219176;18,8761766;19,54545118;18,69726966;11,73577426;10,73041057;11,4552848
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;South Africa;ZAF;5,697561987;5,448659005;4,456785231;4,453499643;4,76625199;4,035626384;4,642700903;3,692659868;3,113449334;2,488590508;3,7168845;4,946586569;4,679233923;2,990866682;4,779639794;4,568492466;5,22740474;6,365707474;11,99005804;4,937974997;6,846831013;7,814660742;6,404363994;6,111530963;4,665734199;2,807947693;3,561599066;3,835585666;3,869491488;4,187822279;4,01777511
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;South Sudan;SSD;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;58,27766014;35,18865704;43,70929351;51,78685866;5,604609471;14,70845262;28,45700494;13,05322342;..;..;..;..;..
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Spain;ESP;0,122231622;0,074023463;0,071095844;0,068426965;0,06930148;0,068696726;0,05972824;0,053398011;0,042580993;0,039290872;0,049926668;0,056440585;0,045937933;0,037680044;0,04689836;0,036512986;0,043761114;0,052254525;0,065176881;0,035310828;0,058346057;0,065256205;0,073062923;0,062734872;0,060647751;0,047892261;0,041931725;0,053065607;0,063007784;0,039010107;0,038121605
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Sri Lanka;LKA;0,467031774;0,541072206;0,508323376;0,442217812;0,34440642;0,387053556;0,353077483;0,211594305;0,188090082;0,214152119;0,190956033;0,196220474;0,20378794;0,196684505;0,147494467;0,124198914;0,164174282;0,196497794;0,168491008;0,15402492;0,181247741;0,161869002;0,137234671;0,111206627;0,10671623;0,116815683;0,120808775;0,088876538;0,064834147;0,072257181;0,085040098
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;St. Kitts and Nevis;KNA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;St. Lucia;LCA;0,015405838;0,017482477;0,015017578;0,011096749;0,013047074;0,016008247;0,011486578;0,015635333;0,012500183;0,01022789;0,010381819;0,01089956;0,009763686;0,009552621;0,009236447;0,008546423;0,011003542;0,010776587;0,010641917;0,009930114;0,021393996;0,017173383;0,0164638;0,021191299;0,025443655;0,018662771;0,024237552;0,01886802;0,012017961;0,010530106;0,019360169
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;St. Martin (French part);MAF;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;..;..;0;..;..;..;..;..;..
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;St. Vincent and the Grenadines;VCT;0,038188514;0,042564165;0,036226504;0,02710482;0,031008903;0,036825568;0,025598694;0,034391207;0,02730788;0,022043064;0,019730887;0,018046702;0,015180126;0,015347835;0,014594307;0,013406346;0,017169919;0,015787173;0,016151437;0,014895128;0,033365664;0,028465454;0,026964335;0,034115439;0,042394607;0,031263069;0,040785903;0,032982889;0,020930479;0,01829998;0,025646437
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Sudan;SDN;0,000654943;0,000462825;0,017438508;0,01333271;0,00255693;0,042745638;0,274840736;0,255819522;0,258068906;2,114611803;10,78346002;6,910169266;7,222835316;7,006224309;10,14334839;12,48022875;12,53895626;13,67746645;17,9797789;9,842707062;11,9428585;16,77590731;6,646693459;7,517788717;5,174237752;2,975690902;2,740506359;2,480295123;6,147706441;8,259769112;9,292652381
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Suriname;SUR;24,92515506;19,94601238;22,86393548;16,34796247;13,56760974;9,765583296;10,65040165;8,947867578;4,909557611;7,921119398;12,33873881;11,6233258;7,868037051;6,934948003;8,941372451;15,20044742;13,1868444;14,39240829;15,96753619;11,39871314;22,1694362;31,93355941;29,12977204;20,74440831;13,34549104;5,12495878;15,06179759;19,7854729;8,443882685;6,832517535;4,601228638
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Sweden;SWE;0,454474775;0,292402559;0,286668949;0,382328611;0,364459335;0,39523491;0,30450722;0,352089818;0,33939819;0,271024961;0,313367613;0,322643494;0,321564907;0,263508969;0,238576047;0,436646674;0,441406276;0,649093881;0,65320844;0,344273009;1,414168534;1,695769557;1,066290926;1,001934129;0,908726777;0,488159781;0,722466863;1,046023978;1,061096164;0,404780112;0,370599691
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Switzerland;CHE;0,038609653;0,021051133;0,020686005;0,020539906;0,019552382;0,019344501;0,018409268;0,019502857;0,017605646;0,017012446;0,033937828;0,020027552;0,017487447;0,017960583;0,013965391;0,014609792;0,017434627;0,019304008;0,017087778;0,0149515;0,015350274;0,012973179;0,01160541;0,012292571;0,013393911;0,010691848;0,010509953;0,009795588;0,013008867;0,009183252;0,008027853
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Syrian Arab Republic;SYR;14,62624002;9,29385719;8,485673835;7,549761515;6,078028478;6,067889333;6,029053809;5,045801362;3,107503201;4,485049266;6,457865856;5,226982438;5,48864249;5,810315049;4,8390374;5,534881987;5,40934295;4,808072931;5,639885528;3,300862048;4,109432644;20,35360542;15,23597088;10,46971834;5,741371026;3,613251349;3,172086543;3,11485463;3,350361118;3,769319851;6,37482598
