Series Name;Series Code;Country Name;Country Code;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Egypt, Arab Rep.;EGY;17,92112871;12,93063765;12,13515884;10,78777858;8,806662062;8,462935575;9,355199736;6,972730465;4,333998287;5,93374873;7,419745911;6,469385802;7,300375276;9,137431765;11,37711259;14,46448521;14,84638755;13,5101746;15,58248556;9,130781939;9,450615565;12,3388402;10,74549784;9,781882564;8,432227974;4,129068947;3,209080608;5,698864287;7,596563559;5,724961312;3,257743272
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;El Salvador;SLV;0,835429774;1,101549366;0,781151129;0,559922378;0,56741053;0,779231954;0,509551085;0,820568279;0,65398958;0,555346762;0,497077306;0,485786941;0,470738094;0,464556782;0,452387406;0,546622489;1,109934705;1,024768718;1,169802857;0,715439137;1,028742159;0,832361783;0,771015636;0,938918673;1,055059325;0,850742983;1,022113813;0,888160411;0,66364969;0,562349125;0,764177304
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Equatorial Guinea;GNQ;20,96668377;17,91834421;21,45258498;26,59006306;40,77694105;50,13792234;68,66833972;71,31520289;61,96058406;67,4328689;88,59234565;..;..;..;..;56,28911442;53,9325201;50,1443327;46,43786601;27,73700367;36,31115024;37,68415636;39,00276342;33,34745692;27,1072399;17,50050735;16,45996536;21,95890674;27,80235331;25,43728016;16,68159888
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Eritrea;ERI;..;..;0;5,389152203;6,08521291;8,865724327;7,708812147;7,718044056;7,64973794;4,928172479;4,922254905;4,514205352;3,09853412;4,529856926;3,259232985;3,276171596;2,8194213;3,96277102;4,284507803;2,401739368;2,521877075;26,95626214;..;..;..;..;..;..;..;..;..
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Estonia;EST;..;..;..;..;..;2,64981707;3,002580693;2,624444652;1,820208073;2,474482778;3,709128205;3,074504441;2,456910964;2,152059604;1,597753196;1,642375141;1,646299103;1,575975945;2,095391727;1,578916855;1,559612268;1,785190428;1,970526105;1,799242677;1,765577813;1,445920027;1,24687276;1,733436412;2,01785331;1,807729636;1,430243262
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Eswatini;SWZ;5,594683013;4,794208325;4,388809786;4,227655513;4,057963783;4,118616362;4,446583034;3,863034705;4,118922795;3,241745827;2,964741226;3,462385366;4,473176747;2,856293968;2,369927989;2,053522021;2,0140386;2,654650434;3,775190434;2,671771863;2,389593013;2,642762369;4,180670333;4,500644677;3,439779179;3,407408444;4,604710331;4,03940047;3,143800153;3,276076475;3,381644643
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Ethiopia;ETH;11,89886966;11,23210226;15,08006516;14,69157396;22,91789198;31,64930357;28,66873567;27,07928527;31,21413416;19,60366512;18,48526548;18,14881277;23,18932315;36,14132104;27,81099335;23,49319366;18,82885483;21,91153683;18,77934937;16,43173775;15,81999576;17,42825322;14,92818057;14,0104012;13,38448202;12,19322291;11,23397904;9,877870637;6,368875747;5,503739714;5,497700603
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Faroe Islands;FRO;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Fiji;FJI;2,317327852;1,250667218;1,019418868;1,540845967;1,54786138;1,499759671;1,423175108;1,187208274;1,275457101;0,845075902;1,077772011;1,073439839;0,989507047;1,033876404;0,87757995;0,947750804;0,974664114;0,715096151;0,880454237;1,175883027;2,209072239;1,963167717;2,029606873;1,355392872;1,17576955;1,040825065;1,019364654;1,266502495;1,191642575;1,154381425;1,45148578
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Finland;FIN;0,475620343;0,34354526;0,428508754;0,548937085;0,535854943;0,477442012;0,473774437;0,470510849;0,450187986;0,399618675;0,427730999;0,37056724;0,42039271;0,373953038;0,300645302;0,29800251;0,37337849;0,414692569;0,387209366;0,333184977;0,504266194;0,532649115;0,577535778;0,498563334;0,483087059;0,445868402;0,410118656;0,453771651;0,563372987;0,365206985;0,289254243
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;France;FRA;0,108864562;0,081425408;0,076559487;0,073214975;0,071242392;0,071726273;0,073072637;0,063718264;0,045513261;0,045844738;0,069744406;0,063148646;0,056837891;0,05124895;0,040625952;0,041727299;0,048157513;0,048483533;0,053980065;0,049458615;0,054657127;0,04869243;0,048360962;0,048169836;0,046225178;0,040991341;0,040190159;0,036225044;0,042905112;0,033787819;0,026631865
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;French Polynesia;PYF;0,000781607;0,000873773;0,001112059;0,000955097;0,001252382;0,001848047;0,001999472;0,001972192;0,001568479;0,000852016;0,000923406;0,001099733;0,001128323;0,001342129;0,001341679;0,001610496;0,001989419;0,00251149;0,003428269;0,003380247;0,003769468;0,004459792;0,004405916;0,003937389;0,005357313;0,004804072;0,005099889;0,005851093;0,003565221;0,003345809;0,004057314
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Gabon;GAB;33,02869166;21,97921062;25,26422068;32,19849333;30,5940341;31,98285134;32,92083235;33,78906856;20,20163492;26,05139205;47,76986584;32,51679427;31,72719863;26,05702645;27,45678376;37,76734433;37,65597387;37,53351231;41,06808274;27,73625908;35,65488639;39,14599468;40,62933324;32,80698448;24,7540184;12,55343472;11,66219454;17,69978403;21,16026297;19,1754988;13,49882496
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Gambia, The;GMB;4,354325011;2,109881637;2,312108146;2,153883157;2,372210614;3,036979907;2,697587623;2,609135735;2,546887258;2,001343543;2,2558455;2,489562406;3,547576283;6,122860657;2,54979498;2,631825738;2,729611758;3,040932377;3,184892886;3,297498467;3,030324306;4,467438799;5,781232979;5,90666402;5,240915463;5,558881776;6,561058127;6,493237097;2,72252449;2,81390984;3,034393045
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Georgia;GEO;0,672835983;0,349555465;0,626896749;0,452219246;0,264964136;0,426069936;0,46234159;0,3799118;0,2033348;0,551848984;0,785932129;0,54827145;0,565805015;0,783502656;0,809468508;0,775238184;0,954778537;0,920367018;0,782966178;0,79232396;1,338252486;1,898516917;1,084289941;0,797121775;0,522067118;0,534094106;0,572435839;0,472314028;0,45123588;0,603605793;0,925523673
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Germany;DEU;0,23086703;0,130095413;0,091506479;0,075621989;0,061822183;0,074869531;0,082276616;0,080633906;0,052897382;0,046661797;0,09414689;0,131528984;0,104825753;0,096379238;0,138403613;0,138854595;0,163910636;0,170900169;0,305968629;0,158934709;0,19552237;0,228554942;0,164856193;0,125055627;0,097361259;0,076012009;0,064220251;0,068263666;0,084765461;0,092626032;0,076745398
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Ghana;GHA;6,862740702;6,393325881;7,585666747;9,60397698;13,66693104;12,84473487;13,7777338;12,49940652;12,04866124;7,829316881;13,75972358;12,74606357;13,42490789;15,61977238;12,39741015;11,73180446;7,576184615;8,828153088;9,161901931;10,81158268;10,11462924;16,07068747;15,82267718;10,88921407;12,24953468;10,56351682;8,649802907;10,37004043;9,790407875;9,76736656;8,486579585
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Gibraltar;GIB;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Greece;GRC;0,251729118;0,244395727;0,164472854;0,091840305;0,071277244;0,068708224;0,072689593;0,046164462;0,02725308;0,028983375;0,072597327;0,100438253;0,05017763;0,03840618;0,159020771;0,132002913;0,190791039;0,322972797;0,34720101;0,12022092;0,271313475;0,357427754;0,234074145;0,161354239;0,124778383;0,07135112;0,090597763;0,107741216;0,107923694;0,070476068;0,038845971
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Greenland;GRL;7,249071589;0,638998303;1,16790498;0,623495419;0,606452795;0,479617507;0,31834088;0,861887024;0;0;0;0;0;0;0,224900454;0,335434256;0,809512759;0,672343417;0,844947976;0;0;0,114611409;0,353875743;0,019093587;0;0;0;0;0;0;0
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Grenada;GRD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Guam;GUM;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Guatemala;GTM;1,830455127;1,654264317;1,523320304;1,330924431;1,348338785;1,596727279;1,38934547;1,582609406;1,202697685;1,421976585;1,655315079;1,516889563;1,495523317;1,55532614;1,456295472;1,555627948;1,933925643;1,950559075;1,931842379;1,637841434;2,645208485;2,86196592;2,181059075;2,189832612;2,981116605;1,785723754;2,018296261;1,502892024;1,193851782;1,147909815;1,352502091
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Guinea;GIN;22,11384404;21,49616198;16,88770756;13,55176014;12,99954421;15,15836465;15,27937536;11,73034872;11,68370054;10,76589878;12,38468744;12,08234436;12,11145178;14,89639201;14,15987052;21,08746754;17,78569201;16,29330515;15,22396548;15,58553331;15,2920806;18,19951148;16,63166336;14,25015768;14,93195431;14,1138586;18,10636448;18,95312462;13,70237599;4,657943416;4,827688051
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Guinea-Bissau;GNB;18,08760891;17,3009835;19,78542498;15,97232647;19,0093555;26,06173992;24,17085897;22,87405395;31,59983765;19,26880179;11,85681153;11,02701519;12,57786619;17,82676717;14,1311491;13,39636907;13,36373112;16,72343629;15,98064891;17,19744802;14,9307329;13,24877558;17,11985675;16,93992331;18,69878389;19,8714177;18,70150461;15,98573326;9,888867992;9,947400736;11,15158604
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Guyana;GUY;23,13653029;29,85704777;25,51308407;31,66385787;32,92973142;33,59016799;29,78711211;25,98605532;17,72299896;17,78305104;15,5078379;12,91353051;12,78512746;16,94822751;21,1992808;20,91155203;9,706352267;10,80751516;10,36355729;10,71583763;14,59220397;16,53176628;16,53280314;13,94248053;10,79658279;8,564432838;16,08955285;13,1616426;6,608637817;5,962495941;13,89854308
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Haiti;HTI;0,75898065;0,754578925;1,167550247;1,250919369;1,188485652;1,225194626;0,942847808;0,993751373;0,778424834;0,619396171;0,349449568;0,383295015;0,396885022;0,518316848;0,415056575;0,353534371;0,474483985;0,403575653;0,399712732;0,337463726;0,665741356;0,530247287;0,493447395;0,586507267;0,699288592;0,574767534;0,790216838;0,657342724;0,440344868;0,443318679;0,577844131
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Honduras;HND;3,210923332;2,707816581;2,191780769;1,834976705;2,270349038;2,452970078;1,9680215;2,343431183;1,856616662;1,687614002;1,371134461;1,438284183;1,370539176;1,21682443;1,170652295;1,196162861;1,938865209;1,661361603;1,206790319;1,164411479;2,364632881;1,704480755;1,630605487;1,782088179;2,266127918;1,568462312;2,015663357;1,729067225;1,07184111;0,916855209;1,233260983
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Hong Kong SAR, China;HKG;0,001079157;0,001050365;0,001262838;0,00084238;0,000870257;0,001365527;0,001477084;0,001164304;0,000972112;0,000529483;0,000500998;0,000583449;0,000657692;0,000974241;0,001020219;0,000619914;0,000665684;0,000902724;0,001459215;0,001390457;0,002077697;0,00836943;0,002339677;0,003808776;0,017354699;0,001323242;0,001369924;0,001619039;0,001061336;0,000885726;0,000887798
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Hungary;HUN;..;1,09075548;0,901641093;0,815199937;0,627061259;0,75638967;0,755257321;0,605176512;0,228600184;0,358607756;0,713370307;0,684989298;0,454218905;0,418114307;0,449426243;0,409312456;0,543296414;0,466808154;0,659685571;0,474511486;0,502154294;0,67555422;0,618419921;0,507806207;0,403352373;0,28514741;0,227029692;0,282558589;0,347622949;0,303895061;0,204655214
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Iceland;ISL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000381434;0,000359196;0,000366094;0,000347133;0,000299592;0,000252335;0,000217387;0,000196537;0,000108844;0,000108794
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;India;IND;3,398671231;3,100114018;2,797054779;2,441897232;2,109441499;2,527910515;2,48487037;2,206191105;1,788833284;1,850096417;2,468300541;2,436208764;2,341362712;2,22671509;3,169316756;3,658743604;3,933685845;4,442284878;7,109348324;3,36239161;4,497518643;5,305075671;4,023837693;3,673088334;2,813689851;1,777640024;1,748390235;1,983934016;2,255316321;2,012245384;1,784669207
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Indonesia;IDN;13,27364693;8,364724205;8,18443736;6,630116432;5,815465733;6,186860417;6,428003237;5,997020782;9,085044542;7,869129443;11,12573669;9,291971831;7,285954752;7,14281188;9,120752093;10,32535316;9,407228997;9,757662535;11,1002865;6,425931399;7,135609022;8,563113934;5,945614863;5,389909034;4,791621037;3,081367364;2,668189939;3,080161772;4,216633744;3,235839677;2,438667323
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Iran, Islamic Rep.;IRN;23,98544352;..;..;30,84210651;25,80959216;20,77246897;20,98946259;19,75671594;13,39501426;18,62660779;33,08219651;24,05652828;22,90156006;24,18030709;27,24436481;34,48231602;34,77912851;29,18250719;33,52275118;20,33627432;23,06804305;25,34614645;21,11871893;24,94673903;24,86078114;15,23029948;13,1358103;17,46779643;34,2395948;27,80066615;23,2391718
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Iraq;IRQ;9,499348583;..;..;..;67,44300076;23,08122086;36,47816633;32,14416834;37,12581148;37,0179204;48,85878304;49,56530176;46,97210573;53,29809161;64,77575323;65,3184968;63,72695265;53,21669111;55,68572884;39,5126626;43,56828994;51,19454041;49,85101765;45,57936658;46,85439615;37,50371721;33,21892172;39,20055423;46,14778691;40,6099024;27,41701319
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Ireland;IRL;0,287358128;0,132003956;0,111273845;0,111087252;0,11267032;0,140537365;0,126237069;0,137745754;0,037349268;0,031597829;0,076334071;0,056658205;0,047580906;0,035636349;0,054913156;0,063604615;0,309124323;0,285066706;0,039635917;0,044835285;0,108587847;0,096242796;0,05855722;0,037089118;0,035395871;0,018770708;0,065224871;0,112833072;0,126075695;0,067170378;0,036762686
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Isle of Man;IMN;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Israel;ISR;..;..;..;..;..;0,003686052;0,003245885;0,004073142;0,002564303;0,003366072;0,002019117;0,001140152;0,001213231;0,000949387;0,035501776;0,059625999;0,105792514;0,128587399;0,386322235;0,309661455;0,173972025;0,280630419;0,270058996;0,262662458;0,240636648;0,225690566;0,184759593;0,17579553;0,243287805;0,189655855;0,272440677
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Italy;ITA;0,079915279;0,043564687;0,036457424;0,06041941;0,057785183;0,079338026;0,080135246;0,081318541;0,023753371;0,03828821;0,091331616;0,102721226;0,089629871;0,08261157;0,077743539;0,101634964;0,122653928;0,116804782;0,151794976;0,090762803;0,107793454;0,156005817;0,169645844;0,155477399;0,138451593;0,081909319;0,047305181;0,063998645;0,099201325;0,082492623;0,055970546
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Jamaica;JAM;6,335396123;8,011204206;8,655719235;4,262818875;4,407479375;2,477314837;2,796424412;2,131221126;1,847886673;1,460155157;1,492129859;1,522379798;1,228195873;1,247495418;1,886934127;2,23829379;3,349355666;3,504877983;3,019946854;1,938339156;1,668615459;2,256161458;1,831178346;1,781355284;1,782351827;1,266001838;1,289145574;1,528386238;1,729575458;0,364234399;0,322432526
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Japan;JPN;0,036869664;0,028944363;0,024918462;0,022659358;0,01828204;0,016991586;0,019113002;0,017670761;0,014991066;0,012488665;0,013978646;0,012992267;0,013227662;0,014257362;0,013438229;0,016946011;0,019307519;0,022674305;0,023972483;0,019448966;0,020096882;0,02167697;0,020090171;0,023212687;0,028070884;0,028968712;0,025176865;0,038445869;0,036755402;0,093228662;0,096997201
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Jordan;JOR;0,202404189;0,140327109;0,105092741;0,105493099;0,148673914;0,162141365;0,16820473;0,171269415;0,17108222;0,133271802;0,154211841;0,158418275;0,123626824;0,134054667;0,127634442;0,122013749;0,46556508;0,765508277;5,652699788;3,865531089;1,665964206;3,317672451;2,908479242;1,279099334;1,195422886;1,399742578;1,125736975;0,869000683;0,719072818;0,042857662;0,051675912
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Kazakhstan;KAZ;15,68434994;9,808997871;8,34006866;7,601144567;6,370644962;8,00915843;10,39918751;8,795381458;3,401420768;11,68830959;27,3190673;20,9616871;23,08528068;22,87776622;28,25405803;30,28175845;28,79045631;26,49153119;33,24802525;21,58585847;21,74414416;25,76882054;21,98269677;18,21874882;17,25008026;9,328765005;11,03368206;14,8975964;20,78296469;17,92597385;12,8406952
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Kenya;KEN;4,963898607;5,198748487;5,37781136;6,771410783;6,337797721;7,286247497;5,490762576;4,732982183;4,534393483;3,268707204;3,313967549;3,141620668;3,739543912;5,085421396;4,123678129;4,07693604;2,950418509;3,633898494;3,638868734;3,245723735;2,673079311;2,943187283;2,908883209;2,669402007;2,643109436;2,709670116;2,658398314;2,314356208;1,361324635;1,227184212;1,268811969
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Kiribati;KIR;0,036918041;0,037986534;0,052208216;0,043704231;0,048233576;0,078915819;0,07062083;0,060794158;0,052523217;0,02724379;0,029584285;0,037597947;0,037743302;0,045014657;0,045176382;0,027920894;0,03380181;0,043302368;0,070983508;0,073149419;0,062667743;0,073613884;0,058917898;0,055700272;0,088905078;0,073278358;0,08260638;0,092951961;0,04208662;0,042741242;0,056993908
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Korea, Dem. People's Rep.;PRK;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Korea, Rep.;KOR;0,070241116;0,038448317;0,027323435;0,017689522;0,018241537;0,028799854;0,022905369;0,02518786;0,040805151;0,028948787;0,036725092;0,040290625;0,03190986;0,034591198;0,031135103;0,035149387;0,037536016;0,043645914;0,075340229;0,057931304;0,074640031;0,091417599;0,100818098;0,072371715;0,064073578;0,036748014;0,033110193;0,038602274;0,047121517;0,121453005;0,113270923
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Kosovo;XKX;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,469748109;1,275483985;2,555566882;2,419558365;0,984751666;0,52857846;0,522780519;0,345818043;0,394911793;0,559517102;0,582555743;0,403302686;0,405629884
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Kuwait;KWT;39,52293516;13,43626196;28,8098195;40,40870245;37,72744129;37,33080039;41,17919533;39,5404805;29,2043847;34,83657357;51,36441136;44,08858307;38,12881685;40,63608851;46,88247945;54,13842958;51,78200316;48,77371076;53,46051122;39,59076405;48,82636057;59,06969602;58,14490732;56,34265474;53,97142231;37,3135995;32,36412559;36,75793361;45,15228961;39,83867034;29,2848673
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Kyrgyz Republic;KGZ;1,08831747;0,714727673;0,981152431;0,901655183;1,822176827;0,656132794;0,768717274;2,037867383;1,410401467;3,385288454;4,147770336;3,532769313;3,309616578;3,402438175;3,415301191;3,099698979;1,825320826;1,072306969;4,301596102;4,456798274;9,808898301;10,20343192;3,580921852;5,719123493;4,072035158;4,253098702;5,613490484;8,755741164;4,670480815;7,243202311;6,527580101
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Lao PDR;LAO;6,875275568;6,992196878;7,100891804;6,099637315;6,437868184;9,05515087;8,524488782;7,63947129;8,585855427;5,134131241;4,024614666;4,556667887;4,810896121;6,5788999;6,137678073;6,597958878;13,28198323;13,22193148;13,01843107;10,59122206;14,81043757;15,2722808;12,12030411;12,53808925;8,129849131;5,524762306;4,352591933;4,970882335;3,878758378;3,104539418;2,81746695
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Latvia;LVA;..;..;..;..;..;2,441809518;2,535844732;2,118365198;1,921346224;2,830414835;2,592321719;2,080810831;1,739877168;1,746082594;1,589504456;1,321147997;1,180098862;0,976304948;0,70956436;0,890309029;1,283087827;1,332772537;1,431348077;1,144136997;1,131043524;1,003409656;0,983550851;1,207221081;1,073513151;1,189388051;1,274587117
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Lebanon;LBN;0,036039336;0,020723889;0,015672852;0,008071182;0,008033377;0,0098985;0,008876184;0,007544301;0,009139067;0,00147159;0,001607124;0,001535426;0,001372922;0,00160304;0,001457056;0,001376234;0,001624003;0,00137814;0,001896636;0,001909543;0,001880799;0,001934982;0,001904777;0,001555329;0,002293761;0,002288284;0,001372836;0,001995556;0,001067507;0,001313405;0,002237188
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Lesotho;LSO;3,898981012;3,50157419;3,079303251;2,447050439;2,922806951;4,067476782;4,428669827;4,030805853;4,627531461;3,372532387;3,45870924;3,612947199;4,649729896;5,468173675;3,85504574;3,460657878;3,068439057;5,052567636;5,459041257;5,903027838;3,93439969;3,889513809;4,705875922;5,101581457;5,590522285;6,211356929;7,270126018;6,297738881;3,609580846;3,734254828;4,555484951
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Liberia;LBR;..;..;..;..;..;..;..;..;..;..;17,84095468;17,25229531;23,89977042;34,17766875;19,78805463;20,05440681;17,64858751;21,57702701;21,767383;22,07774912;18,36466249;23,2729659;26,71160154;28,37117833;26,18063678;19,44625803;20,11436195;21,32405632;14,02502973;14,26048955;17,46616545
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Libya;LBY;40,3870963;23,97360525;22,95112423;22,89335225;22,58092323;27,62637363;31,89508258;27,18758189;18,68923942;20,20272504;34,25844729;30,38657088;49,615094;48,72236678;55,84769226;62,33474047;62,29123241;61,36687743;66,05989355;51,73226464;55,96616111;37,56173207;59,10304085;47,74139932;31,01694783;16,39219886;12,24686543;22,15876048;31,61685989;34,49902803;11,47898313
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Liechtenstein;LIE;0;0;0,009753323;0,008652975;0,01413826;0,010176304;0,007275316;0,006571407;0,005691336;0,002008982;0,009363902;0,008433566;0,009402943;0,008829964;0,006800414;0,006604211;0,008422648;0,009432347;0,010923511;0,009786685;0,009240635;0,008172891;0,006552387;0,005293832;0,005992884;0,001941109;0,002072326;0,001865069;0,003278381;0,001796689;0,001471467
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Lithuania;LTU;..;..;..;..;..;1,442731547;1,395658613;1,018852177;0,702714839;0,835114129;1,007617568;0,950531621;0,809312519;0,731872391;0,655048871;0,590099054;0,550049585;0,480122912;0,439415087;0,401930501;0,524773473;0,552724417;0,50334215;0,451433197;0,435666728;0,355871872;0,337758848;0,408008847;0,378395633;0,334182488;0,310782585
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Luxembourg;LUX;0,036206757;0,024781538;0,020839894;0,022890253;0,020024924;0,018297012;0,018931759;0,016098943;0,017416739;0,017443228;0,019008623;0,018787566;0,017252678;0,015066452;0,009657201;0,009842586;0,020898484;0,032962176;0,176060661;0,166374143;0,072919744;0,111627781;0,124315484;0,0654808;0,051124777;0,012164727;0,010066314;0,009609571;0,013161412;0,008873568;0,006663598
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Macao SAR, China;MAC;0,001913674;0,001910739;0,001950019;0,001434625;0,001753083;0,002659869;0,002722457;0,002470095;0,00206941;0,001147013;0,001099894;0,001251563;0,001292949;0,001665546;0,001420066;0,00081329;0,000762849;0,000914439;0,001346906;0,001223162;0,000905336;0,000918692;0,000637773;0,000521571;0,000707755;0,000676702;0,000766339;0,000816577;0,000378495;0,000345303;0,000923619
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Madagascar;MDG;5,137165008;6,204274152;5,704826512;4,268077021;5,433874006;7,721875804;6,100998542;5,983725255;5,714684965;3,511133042;3,283340734;2,787385859;3,505345792;5,218558398;6,160538343;5,465525598;5,624599583;6,434247427;5,809365378;6,879038913;5,808445026;5,895441672;6,691297171;6,774362977;7,178903348;8,60993538;8,772771904;7,639736314;5,169894414;4,707852285;5,659505247
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Malawi;MWI;8,8328555;7,159446024;9,09968632;6,982406366;13,69242661;18,31401653;10,64062762;8,30341052;12,90384296;9,904288331;10,15091167;9,937917423;5,806948895;8,642150611;6,392112901;6,824501978;6,78461168;7,979316808;8,727026594;7,040422161;6,025725086;5,9768772;8,951235356;10,15013603;9,618463019;8,89901041;10,97398758;7,003718628;5,208148054;4,243762771;4,099281703
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Malaysia;MYS;26,88075633;21,26869393;20,18900473;17,30027554;15,23843459;13,87610076;12,71248649;11,07997578;10,09535171;10,0710448;12,56753998;10,66695136;9,815486715;12,15603648;11,98730109;13,88427652;13,47611415;12,62885235;13,38677191;9,652155183;9,615037862;9,944906169;9,205992033;8,467151068;8,645073995;6,570912066;5,200404749;6,236000427;7,327444497;6,196359325;4,54156532
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Maldives;MDV;0,021607664;0,019708701;0,017834587;0,012221237;0,010365336;0,012285605;0,011195905;0,008532942;0,008073643;0,007523181;0,007423437;0,005417992;0,005344647;0,005158485;0,004684625;0,00491991;0,005008544;0,007331721;0,005554853;0,005294075;0,008965944;0,009071134;0,00753578;0,005309185;0,005174962;0,005869198;0,00663327;0,005250919;0,002583965;0,002748905;0,00502407
Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;Mali;MLI;4,069178104;4,097279799;4,326674363;4,028983743;6,595111067;6,176678162;6,179857496;6,755345609;6,453266181;3,852472391;5,463678119;5,352594925;6,812560495;5,300990923;3,895614852;2,791484798;7,416599313;7,862641478;6,919733216;8,607032889;7,669752451;8,910115596;12,11108816;8,513155748;7,248920904;7,427110005;8,990830152;7,816146689;7,742697746;7,858428772;9,469677101
